-0.83,0.008616871,0.011831202
-0.82975,0.05094451,0.07219942
-0.8295,0.050272643,0.07219942
-0.82925,0.049600776,0.07219942
-0.829,0.050272643,0.07219942
-0.82875,0.049936709,0.071860273
-0.8285,0.051616377,0.07219942
-0.82825,0.05094451,0.07219942
-0.828,0.051616377,0.07219942
-0.82775,0.049936709,0.07219942
-0.8275,0.049264842,0.071860273
-0.82725,0.05094451,0.071860273
-0.827,0.051280444,0.071860273
-0.82675,0.049600776,0.071860273
-0.8265,0.050272643,0.071860273
-0.82625,0.051952311,0.071860273
-0.826,0.050272643,0.071860273
-0.82575,0.050272643,0.071860273
-0.8255,0.05094451,0.071860273
-0.82525,0.051616377,0.071860273
-0.825,0.051280444,0.071860273
-0.82475,0.051280444,0.071860273
-0.8245,0.050608577,0.071860273
-0.82425,0.048592975,0.071860273
-0.824,0.049264842,0.071860273
-0.82375,0.048257041,0.071860273
-0.8235,0.049264842,0.071860273
-0.82325,0.050272643,0.071860273
-0.823,0.049936709,0.071860273
-0.82275,0.048928908,0.071860273
-0.8225,0.049264842,0.071860273
-0.82225,0.049936709,0.071860273
-0.822,0.049936709,0.071860273
-0.82175,0.049600776,0.071521126
-0.8215,0.048928908,0.071860273
-0.82125,0.049264842,0.071860273
-0.821,0.048928908,0.071521126
-0.82075,0.049264842,0.071521126
-0.8205,0.05094451,0.071521126
-0.82025,0.052288245,0.071521126
-0.82,0.049936709,0.071521126
-0.81975,0.050272643,0.071521126
-0.8195,0.050608577,0.071521126
-0.81925,0.050272643,0.071521126
-0.819,0.050272643,0.071521126
-0.81875,0.048928908,0.071521126
-0.8185,0.051280444,0.071521126
-0.81825,0.049936709,0.071521126
-0.818,0.049936709,0.071181978
-0.81775,0.051280444,0.071181978
-0.8175,0.05094451,0.071181978
-0.81725,0.049936709,0.071181978
-0.817,0.051616377,0.071181978
-0.81675,0.050272643,0.071521126
-0.8165,0.050608577,0.071521126
-0.81625,0.050608577,0.071181978
-0.816,0.05094451,0.071181978
-0.81575,0.050608577,0.071181978
-0.8155,0.049264842,0.071181978
-0.81525,0.050608577,0.071181978
-0.815,0.048257041,0.071181978
-0.81475,0.049600776,0.071181978
-0.8145,0.05094451,0.071181978
-0.81425,0.050608577,0.071181978
-0.814,0.050272643,0.071181978
-0.81375,0.050272643,0.071181978
-0.8135,0.049936709,0.071181978
-0.81325,0.048592975,0.071181978
-0.813,0.047585174,0.071181978
-0.81275,0.048928908,0.071181978
-0.8125,0.048928908,0.071181978
-0.81225,0.049936709,0.070842831
-0.812,0.051616377,0.071181978
-0.81175,0.050272643,0.071181978
-0.8115,0.050608577,0.071181978
-0.81125,0.051616377,0.070842831
-0.811,0.050272643,0.071181978
-0.81075,0.048928908,0.071181978
-0.8105,0.050608577,0.071181978
-0.81025,0.049936709,0.071181978
-0.81,0.049936709,0.070842831
-0.80975,0.050608577,0.070842831
-0.8095,0.051280444,0.070842831
-0.80925,0.05094451,0.070842831
-0.809,0.05094451,0.070842831
-0.80875,0.050272643,0.070842831
-0.8085,0.05094451,0.070842831
-0.80825,0.050608577,0.070842831
-0.808,0.049600776,0.070842831
-0.80775,0.051280444,0.070842831
-0.8075,0.049936709,0.070842831
-0.80725,0.049600776,0.070842831
-0.807,0.049600776,0.070842831
-0.80675,0.048257041,0.070842831
-0.8065,0.049264842,0.070842831
-0.80625,0.047921107,0.070842831
-0.806,0.049264842,0.070503684
